disaster_id,disaster_type,severity,affected_population,area_affected,duration,resource_needs,population_density,income_level,urban_rural,response_time
1,Hurricane,Severe,68150,403,25,49159,4004,47589,Rural,46
1,Hurricane,Moderate,55193,729,7,28015,5966,34361,Rural,44
1,Hurricane,Moderate,7939,874,3,26158,713,3515,Rural,62
1,Hurricane,Mild,79725,293,27,9277,7111,13577,Rural,18
1,Hurricane,Moderate,12430,700,8,10086,6290,6716,Rural,4
1,Hurricane,Mild,2081,820,20,6499,4692,8211,Urban,4
1,Hurricane,Mild,3692,801,5,6651,5101,17826,Urban,70
1,Hurricane,Mild,83463,667,13,2868,3981,21710,Urban,54
1,Hurricane,Moderate,36918,858,25,12617,9712,36755,Rural,62
1,Hurricane,Severe,20060,11,24,36642,9007,19529,Rural,8
1,Hurricane,Severe,64744,504,18,32278,9519,20899,Rural,10
1,Hurricane,Mild,15018,466,5,1052,742,27968,Rural,25
1,Hurricane,Mild,12636,851,1,7739,5563,7722,Rural,1
1,Hurricane,Severe,4035,704,9,34489,7097,21985,Rural,23
1,Hurricane,Mild,40484,832,14,6009,8318,19315,Urban,28
1,Hurricane,Moderate,41855,858,2,27680,1053,21338,Rural,55
1,Hurricane,Severe,10730,922,2,33840,7544,25824,Urban,69
1,Hurricane,Moderate,16852,693,20,27955,7074,38938,Rural,46
1,Hurricane,Moderate,86853,209,26,12686,6120,45192,Rural,40
1,Hurricane,Mild,55568,93,11,9564,2529,21219,Rural,13
1,Hurricane,Moderate,17376,338,2,24740,8008,13526,Rural,21
1,Hurricane,Severe,65143,213,4,34242,1772,11656,Rural,35
1,Hurricane,Moderate,68627,830,13,22005,3816,17662,Urban,35
1,Hurricane,Moderate,71701,527,8,19401,9411,8230,Rural,13
1,Hurricane,Mild,92531,641,3,8539,9215,3794,Rural,29
1,Hurricane,Mild,76991,758,4,9070,3388,22296,Urban,23
1,Hurricane,Severe,81469,135,14,42643,5337,37822,Rural,28
1,Hurricane,Severe,4314,831,27,37430,1479,14482,Rural,6
1,Hurricane,Severe,67210,57,17,44345,4503,19890,Rural,26
1,Hurricane,Severe,44048,134,13,33523,7142,14378,Rural,9
1,Hurricane,Mild,98999,948,11,1041,8529,49705,Rural,27
1,Hurricane,Severe,65239,566,7,43045,7320,41018,Rural,58
1,Hurricane,Mild,96302,665,29,5840,6233,9957,Rural,62
1,Hurricane,Severe,63246,37,23,36223,4553,42127,Urban,42
1,Hurricane,Moderate,32164,237,17,16495,1285,24662,Urban,20
1,Hurricane,Mild,8788,959,20,3599,6602,40173,Rural,18
1,Hurricane,Severe,48722,184,25,49574,1588,7760,Urban,37
1,Hurricane,Mild,64828,16,1,5142,2029,25102,Rural,70
1,Hurricane,Severe,20847,351,22,48619,9326,46857,Rural,18
1,Hurricane,Moderate,25134,951,8,21555,1379,22384,Urban,27
1,Hurricane,Moderate,71534,74,20,25687,6540,4745,Urban,16
1,Hurricane,Moderate,7874,26,17,15334,7528,14441,Rural,64
1,Hurricane,Moderate,97949,771,8,27197,5666,11483,Urban,47
1,Hurricane,Severe,18511,528,1,43684,3809,16741,Rural,27
1,Hurricane,Mild,43317,745,14,6722,2423,39908,Rural,54
1,Hurricane,Mild,3448,109,24,3828,3029,11940,Urban,71
1,Hurricane,Severe,30952,599,21,45992,6284,44988,Urban,56
1,Hurricane,Moderate,97426,725,14,13215,7839,6636,Rural,69
1,Hurricane,Severe,27273,424,8,35248,5113,43329,Urban,59
1,Hurricane,Mild,65345,764,15,9517,3628,40430,Urban,57
1,Hurricane,Moderate,18513,4,26,11145,6609,3411,Urban,60
1,Hurricane,Moderate,57018,496,12,22245,4855,3679,Urban,69
1,Hurricane,Moderate,18915,140,22,23338,1825,32991,Urban,6
1,Hurricane,Severe,13769,87,19,37103,4776,17818,Rural,51
1,Hurricane,Mild,40789,792,4,4749,7502,36743,Rural,23
1,Hurricane,Moderate,21867,625,15,22950,3722,22418,Urban,59
1,Hurricane,Severe,24652,106,28,46539,4760,40726,Urban,19
1,Hurricane,Moderate,90758,804,28,24426,3378,4421,Urban,18
1,Hurricane,Severe,46151,363,6,36768,373,28388,Urban,27
1,Hurricane,Moderate,19147,551,29,22411,938,16885,Urban,70
1,Hurricane,Mild,53600,622,23,3316,9492,16724,Urban,69
1,Hurricane,Moderate,54619,804,10,10061,2950,18976,Urban,52
1,Hurricane,Moderate,84924,150,23,21611,7822,7389,Urban,37
1,Hurricane,Severe,68131,135,20,48924,480,28082,Rural,10
1,Hurricane,Severe,88463,189,11,30267,6607,22392,Urban,12
1,Hurricane,Moderate,30306,322,26,15294,8908,34551,Rural,34
1,Hurricane,Moderate,24987,655,20,17404,2261,29706,Rural,35
1,Hurricane,Moderate,9538,984,29,28909,7987,43207,Urban,13
1,Hurricane,Severe,94032,619,6,37664,1139,21947,Rural,28
1,Hurricane,Severe,51041,942,6,47215,1205,8150,Rural,61
1,Hurricane,Severe,68125,234,10,47016,9473,39040,Urban,54
1,Hurricane,Moderate,72911,400,13,19619,1586,24389,Urban,44
1,Hurricane,Moderate,98737,92,9,21098,9911,16876,Rural,24
1,Hurricane,Moderate,68767,18,10,22070,1946,9092,Urban,45
1,Hurricane,Severe,1544,663,5,48981,4300,45823,Rural,39
1,Hurricane,Moderate,81084,850,29,24230,6575,35407,Rural,64
1,Hurricane,Severe,56987,803,3,38249,1573,17465,Rural,10
1,Hurricane,Severe,21146,359,9,32038,9432,40383,Rural,51
1,Hurricane,Severe,84894,867,10,37950,6582,36151,Rural,67
1,Hurricane,Severe,53418,239,8,41813,1142,17441,Urban,19
1,Hurricane,Mild,39068,782,16,4235,9025,1267,Rural,30
1,Hurricane,Severe,35742,504,22,46428,3123,44282,Urban,30
1,Hurricane,Mild,85455,763,9,6007,3340,26144,Rural,32
1,Hurricane,Severe,33513,9,19,43557,1766,46729,Rural,34
1,Hurricane,Mild,90216,153,25,4937,5236,37108,Urban,38
1,Hurricane,Mild,3782,788,17,5681,5354,5859,Rural,5
1,Hurricane,Moderate,63653,966,23,29450,6404,48296,Urban,3
1,Hurricane,Moderate,87279,952,28,17960,7989,16102,Urban,62
1,Hurricane,Moderate,70043,542,20,28121,412,9405,Urban,27
1,Hurricane,Moderate,58365,700,13,11980,3685,11654,Rural,1
1,Hurricane,Mild,46642,272,4,5467,6953,9995,Urban,62
1,Hurricane,Moderate,42468,127,15,28742,4222,34941,Rural,24
1,Hurricane,Severe,4822,776,20,37311,1923,47547,Rural,61
1,Hurricane,Mild,32379,273,24,5329,8626,49774,Urban,6
1,Hurricane,Severe,20167,932,21,41182,5113,37977,Urban,13
1,Hurricane,Severe,16883,466,17,44340,8731,36471,Rural,8
1,Hurricane,Mild,87343,3,8,5365,9098,17452,Urban,14
1,Hurricane,Moderate,96413,496,23,18962,8160,30287,Urban,69
1,Hurricane,Severe,87971,686,24,42901,169,39960,Urban,62
1,Hurricane,Severe,6120,12,2,33793,3263,19009,Rural,49
1,Hurricane,Mild,63355,105,8,1462,9760,24847,Urban,9
1,Hurricane,Severe,82689,256,19,48245,2683,32940,Rural,39
1,Hurricane,Severe,86291,747,7,33619,5877,20339,Rural,18
1,Hurricane,Moderate,13970,528,16,13261,5531,26870,Urban,40
1,Hurricane,Moderate,9010,308,24,19597,1521,13031,Rural,9
1,Hurricane,Moderate,51538,561,28,11373,8766,48649,Urban,55
1,Hurricane,Mild,60132,821,14,5663,8453,22635,Rural,54
1,Hurricane,Moderate,59574,800,25,27635,256,28189,Rural,69
1,Hurricane,Severe,44155,974,22,37563,1386,32747,Urban,56
1,Hurricane,Severe,32197,227,20,47577,8667,44511,Rural,48
1,Hurricane,Moderate,71014,296,11,29497,3651,18898,Urban,17
1,Hurricane,Moderate,57286,530,6,16291,1181,18476,Rural,6
1,Hurricane,Moderate,39746,395,28,25923,6938,41872,Rural,70
1,Hurricane,Severe,59354,860,23,34802,9524,27826,Rural,14
1,Hurricane,Severe,36952,891,20,34807,7915,11838,Rural,56
1,Hurricane,Severe,76594,81,25,32130,5062,39726,Urban,6
1,Hurricane,Mild,68248,834,13,2568,3816,46750,Urban,3
1,Hurricane,Mild,73696,696,4,1859,7539,38413,Rural,11
1,Hurricane,Severe,23486,377,14,42363,1047,49525,Rural,40
1,Hurricane,Moderate,83788,510,21,18317,481,35226,Urban,60
1,Hurricane,Severe,64429,622,28,34685,3377,18559,Urban,29
1,Hurricane,Mild,46848,847,13,8846,1766,8682,Urban,45
1,Hurricane,Mild,76437,945,7,5772,8101,10960,Urban,47
1,Hurricane,Severe,31787,365,5,49625,5941,49961,Rural,68
1,Hurricane,Moderate,59884,894,26,19974,7507,38434,Rural,39
1,Hurricane,Moderate,29428,93,2,17449,3743,36097,Urban,24
1,Hurricane,Mild,42561,472,5,3303,2761,4731,Rural,65
1,Hurricane,Severe,25015,913,12,49910,3485,44754,Rural,28
1,Hurricane,Moderate,97075,982,3,15184,7243,47299,Urban,7
1,Hurricane,Moderate,11655,114,20,12802,1456,8710,Rural,17
1,Hurricane,Mild,9813,214,10,6751,2175,43454,Rural,11
1,Hurricane,Severe,15489,971,10,31087,7095,32433,Rural,33
1,Hurricane,Severe,59404,968,6,44961,6336,21452,Rural,22
1,Hurricane,Mild,23328,779,12,8410,1970,1615,Rural,59
1,Hurricane,Moderate,20852,733,29,11406,1388,43962,Urban,7
1,Hurricane,Moderate,74553,925,13,25655,3355,21774,Urban,62
1,Hurricane,Mild,50260,851,20,3985,8991,36932,Urban,68
1,Hurricane,Mild,90730,948,15,2512,7173,3219,Rural,1
1,Hurricane,Severe,67063,559,28,34634,1704,45558,Rural,32
1,Hurricane,Moderate,62035,447,12,17281,8968,8470,Urban,29
1,Hurricane,Severe,39445,548,19,31083,4824,5001,Urban,6
1,Hurricane,Severe,4062,446,28,35786,5797,38976,Rural,23
1,Hurricane,Moderate,57804,547,12,25336,580,2880,Rural,20
1,Hurricane,Moderate,56883,829,18,29026,921,43491,Urban,32
1,Hurricane,Mild,15699,441,22,8039,1959,4286,Rural,13
1,Hurricane,Mild,60705,430,8,1301,1100,21771,Rural,14
1,Hurricane,Moderate,59903,664,28,11555,581,1520,Urban,37
1,Hurricane,Mild,18193,680,24,7556,3623,14444,Urban,53
1,Hurricane,Moderate,49691,747,15,16092,3017,41179,Rural,66
1,Hurricane,Mild,43227,974,9,7404,3026,4871,Urban,41
1,Hurricane,Moderate,57384,478,5,27800,1577,49687,Rural,37
1,Hurricane,Severe,51382,523,12,36745,471,27662,Urban,34
1,Hurricane,Mild,33157,561,17,1806,3075,20491,Rural,64
1,Hurricane,Moderate,18023,829,13,16420,9831,33122,Urban,20
1,Hurricane,Mild,19959,889,11,3050,1278,7459,Urban,45
1,Hurricane,Mild,50310,404,22,1411,4786,37797,Rural,71
1,Hurricane,Moderate,2448,486,5,26535,8463,4875,Urban,8
1,Hurricane,Mild,95429,260,27,1816,5404,8323,Urban,26
1,Hurricane,Moderate,77982,469,20,20944,803,3355,Rural,2
1,Hurricane,Mild,29770,851,28,6551,1806,49084,Rural,35
1,Hurricane,Moderate,67089,375,16,15502,823,43435,Urban,31
1,Hurricane,Severe,44904,606,9,46336,3594,27459,Rural,45
1,Hurricane,Severe,57512,654,20,31907,8377,35991,Urban,67
1,Hurricane,Mild,68622,278,1,9834,7359,2911,Rural,39
1,Hurricane,Mild,28716,804,25,7515,1291,45950,Rural,40
1,Hurricane,Severe,35350,625,14,41101,165,16587,Urban,58
1,Hurricane,Severe,61293,195,23,36699,4462,44521,Rural,15
1,Hurricane,Moderate,11913,229,22,10494,6164,16821,Rural,11
1,Hurricane,Moderate,89951,507,12,23639,9024,38378,Urban,11
1,Hurricane,Severe,20629,538,20,48560,313,33174,Rural,39
1,Hurricane,Severe,67041,865,5,41090,3602,3522,Rural,45
1,Hurricane,Moderate,43862,250,25,11725,1437,34750,Urban,58
1,Hurricane,Mild,83022,722,13,5166,3483,5853,Urban,18
1,Hurricane,Mild,32670,511,10,2875,8429,17567,Urban,9
1,Hurricane,Severe,14322,690,4,42378,9585,24954,Rural,71
1,Hurricane,Severe,17119,244,9,30572,8626,24272,Rural,24
1,Hurricane,Severe,84177,251,10,34644,7845,11559,Rural,40
1,Hurricane,Severe,58441,371,10,37989,2683,5001,Urban,13
1,Hurricane,Moderate,93624,967,24,22433,7115,40025,Rural,47
1,Hurricane,Moderate,70333,516,23,15706,9861,34615,Urban,58
1,Hurricane,Moderate,73408,450,8,17139,7712,47566,Rural,43
1,Hurricane,Severe,43920,335,20,46545,2139,1956,Rural,31
1,Hurricane,Moderate,78915,161,19,17529,441,4641,Urban,26
1,Hurricane,Mild,84849,63,13,7511,9424,18397,Rural,55
1,Hurricane,Mild,23341,940,17,9991,4305,49395,Rural,45
1,Hurricane,Moderate,26297,431,20,27344,8953,11585,Rural,33
1,Hurricane,Severe,60319,449,5,45011,1697,25517,Rural,31
1,Hurricane,Severe,53608,385,20,32159,9686,7309,Rural,54
1,Hurricane,Moderate,6049,860,23,19020,6219,35088,Rural,6
1,Hurricane,Moderate,75421,461,15,23838,7070,40787,Urban,68
1,Hurricane,Severe,40042,846,19,35127,1009,33966,Rural,59
1,Hurricane,Mild,72854,560,7,6901,849,43191,Rural,23
1,Hurricane,Mild,60649,865,15,4706,472,29963,Urban,39
1,Hurricane,Mild,95681,584,12,6711,4250,40285,Urban,31
1,Hurricane,Severe,88562,504,13,48150,7143,7959,Urban,17
1,Hurricane,Moderate,91062,654,12,27422,3764,36805,Rural,67
1,Hurricane,Moderate,48852,630,7,29373,7896,11546,Urban,51
1,Hurricane,Severe,85398,538,27,41774,160,17458,Urban,39
1,Hurricane,Moderate,47758,53,4,20952,3490,48309,Rural,13
1,Hurricane,Moderate,71062,481,19,19587,3833,4715,Rural,32
1,Hurricane,Severe,80742,886,9,30169,1015,8297,Rural,31
1,Hurricane,Mild,36833,10,6,6528,9924,29217,Urban,15
1,Hurricane,Mild,70549,167,4,2248,3991,37415,Rural,37
1,Hurricane,Mild,13155,255,2,2032,6863,46783,Rural,41
1,Hurricane,Mild,63817,433,8,1644,2229,14945,Rural,47
1,Hurricane,Severe,50617,153,28,45515,6339,40223,Urban,11
1,Hurricane,Severe,69279,123,10,46341,7973,36978,Urban,56
1,Hurricane,Mild,93640,115,5,6076,7427,20627,Rural,8
1,Hurricane,Mild,89863,79,23,6927,1220,35190,Rural,40
1,Hurricane,Moderate,53104,614,13,29701,5776,38157,Urban,39
1,Hurricane,Severe,54634,43,23,48920,975,15488,Rural,49
1,Hurricane,Mild,58889,695,1,1817,8041,47829,Urban,20
1,Hurricane,Moderate,82225,801,4,19685,3281,3654,Urban,15
1,Hurricane,Mild,60715,800,23,1114,7101,34825,Urban,63
1,Hurricane,Severe,57536,463,24,49133,9978,40120,Rural,8
1,Hurricane,Mild,90141,208,9,9155,7359,47924,Urban,50
1,Hurricane,Severe,54769,711,18,30576,3065,37955,Urban,12
1,Hurricane,Moderate,5923,21,15,21326,4346,13768,Rural,61
1,Hurricane,Mild,72256,672,17,7917,6577,25577,Rural,51
1,Hurricane,Mild,66525,785,17,8442,400,36641,Rural,39
1,Hurricane,Moderate,68808,431,7,23942,107,1900,Rural,39
1,Hurricane,Moderate,56640,369,27,13270,4236,27114,Rural,53
1,Hurricane,Moderate,35598,802,17,17568,246,15138,Urban,66
1,Hurricane,Mild,57520,930,10,5258,5145,3278,Urban,24
1,Hurricane,Mild,42114,895,22,2785,4657,15840,Urban,18
1,Hurricane,Severe,57121,90,29,35688,1060,37982,Rural,47
1,Hurricane,Mild,61785,211,2,8581,5791,18626,Rural,3
1,Hurricane,Severe,80134,339,21,45465,4024,23587,Rural,9
1,Hurricane,Mild,62073,952,25,8289,3571,15139,Rural,66
1,Hurricane,Mild,13595,83,18,5194,2407,13676,Rural,5
1,Hurricane,Moderate,89032,610,3,16117,9227,41650,Rural,18
1,Hurricane,Severe,36895,905,14,44920,4764,49952,Urban,33
1,Hurricane,Severe,14655,238,7,36334,425,24917,Rural,42
1,Hurricane,Mild,9194,863,20,8865,135,40048,Urban,10
1,Hurricane,Mild,95402,401,23,7482,706,41347,Urban,13
1,Hurricane,Moderate,11341,917,1,24480,2378,14030,Urban,27
1,Hurricane,Mild,24305,76,8,2399,7919,16455,Rural,33
1,Hurricane,Mild,23813,536,16,4627,6380,2692,Urban,7
1,Hurricane,Moderate,36007,218,4,14679,4566,17273,Urban,1
1,Hurricane,Mild,1353,292,25,5614,2865,38320,Rural,17
1,Hurricane,Mild,60995,522,9,8750,5990,16050,Rural,5
1,Hurricane,Moderate,65142,916,9,28264,1628,18199,Urban,51
1,Hurricane,Severe,81215,356,4,48133,9106,19532,Urban,29
1,Hurricane,Severe,91262,220,1,46459,4343,14548,Urban,20
1,Hurricane,Mild,41639,284,29,4182,3844,7107,Rural,51
1,Hurricane,Mild,13304,18,14,6776,8605,20219,Rural,6
1,Hurricane,Moderate,94105,968,4,19654,8309,29030,Urban,7
1,Hurricane,Mild,26629,816,8,7089,1545,4352,Urban,51
1,Hurricane,Mild,80590,589,28,8141,5974,33349,Urban,56
1,Hurricane,Moderate,52993,740,29,28717,6291,48523,Rural,40
1,Hurricane,Severe,82935,350,1,34401,4041,5090,Rural,40
1,Hurricane,Severe,45768,732,16,45346,5459,37150,Urban,20
1,Hurricane,Mild,64240,6,9,6046,2793,41802,Rural,59
1,Hurricane,Mild,31218,347,9,1247,4619,38134,Rural,11
1,Hurricane,Mild,38694,128,29,1023,6740,22905,Rural,1
1,Hurricane,Moderate,45227,694,24,18820,4606,4491,Urban,70
1,Hurricane,Mild,68898,427,1,5619,579,8889,Rural,67
1,Hurricane,Moderate,81072,952,19,11196,7851,38075,Urban,42
1,Hurricane,Severe,45502,349,3,43338,9628,5293,Urban,12
1,Hurricane,Mild,8282,91,2,4078,5865,14136,Rural,31
1,Hurricane,Mild,84627,83,2,7389,2636,6574,Rural,40
1,Hurricane,Moderate,10531,404,17,19493,5055,33798,Urban,39
1,Hurricane,Moderate,70909,674,23,24316,566,10413,Urban,58
1,Hurricane,Moderate,60660,925,7,11292,5127,37736,Urban,39
1,Hurricane,Moderate,55128,315,17,24747,5476,38330,Urban,41
1,Hurricane,Moderate,93956,384,27,12534,3495,20722,Urban,49
1,Hurricane,Severe,6346,463,10,37407,5517,36390,Rural,66
1,Hurricane,Mild,78309,75,3,6391,3558,5753,Rural,29
1,Hurricane,Severe,42054,653,12,47269,9996,1206,Urban,24
1,Hurricane,Severe,65840,420,18,35592,6035,49244,Urban,67
1,Hurricane,Severe,49403,51,25,33930,6195,36074,Urban,4
1,Hurricane,Moderate,65981,902,17,11568,5032,17587,Urban,52
1,Hurricane,Severe,49898,527,17,37341,9912,18423,Rural,43
1,Hurricane,Severe,85456,608,18,43246,9512,8643,Rural,48
1,Hurricane,Moderate,77655,387,1,23064,1713,37807,Urban,66
1,Hurricane,Mild,70251,402,26,3822,2187,43661,Urban,50
1,Hurricane,Moderate,37174,907,5,27780,3747,18517,Rural,52
1,Hurricane,Mild,39900,439,7,8691,2331,45496,Urban,20
1,Hurricane,Severe,14119,689,17,45325,8960,28601,Urban,2
1,Hurricane,Severe,38127,17,20,40152,558,2267,Urban,50
1,Hurricane,Severe,22626,835,23,30329,1276,22146,Urban,24
1,Hurricane,Mild,4431,378,28,6773,8084,5077,Urban,9
1,Hurricane,Mild,16130,395,17,2639,6644,37828,Urban,59
1,Hurricane,Moderate,71559,549,7,10299,2439,13432,Rural,61
1,Hurricane,Moderate,53225,995,20,10844,4113,8647,Rural,7
1,Hurricane,Moderate,35933,720,18,19402,1583,17375,Urban,42
1,Hurricane,Mild,60947,962,8,7236,9059,42460,Rural,13
1,Hurricane,Moderate,25533,555,7,19648,3178,38914,Rural,55
1,Hurricane,Severe,50167,389,16,34214,1263,48423,Rural,40
1,Hurricane,Mild,30850,170,16,5106,6002,21074,Rural,46
1,Hurricane,Mild,21415,388,13,5066,9981,23922,Urban,35
1,Hurricane,Mild,80904,689,18,3279,3666,13645,Rural,49
1,Hurricane,Moderate,64623,961,27,22177,5435,35278,Urban,1
1,Hurricane,Mild,96413,891,27,5636,2438,26604,Rural,51
1,Hurricane,Severe,8111,318,29,32816,7886,4905,Urban,63
1,Hurricane,Severe,20199,559,26,32148,7814,49668,Rural,10
1,Hurricane,Severe,81177,845,24,33504,3579,33195,Rural,54
1,Hurricane,Severe,56182,386,11,36057,6991,18978,Urban,59
1,Hurricane,Severe,11638,449,25,36427,9564,40861,Rural,7
1,Hurricane,Severe,62853,776,14,38204,4889,7326,Urban,65
1,Hurricane,Moderate,55770,303,12,18974,3090,29127,Rural,1
1,Hurricane,Severe,9789,498,25,36247,364,11706,Urban,56
1,Hurricane,Severe,53025,986,21,37794,1776,42228,Urban,7
1,Hurricane,Moderate,74859,211,8,25261,6059,31460,Rural,59
1,Hurricane,Mild,29675,220,5,9179,6686,47156,Rural,21
1,Hurricane,Moderate,32259,556,18,22986,9670,40799,Urban,64
1,Hurricane,Severe,80075,491,27,49516,9953,10469,Urban,70
1,Hurricane,Mild,80470,101,29,7353,5506,21225,Rural,36
1,Hurricane,Severe,46217,695,1,49437,7729,38102,Rural,29
1,Hurricane,Mild,50674,717,28,2331,4084,11152,Rural,43
1,Hurricane,Mild,81504,314,5,8262,1829,16375,Rural,19
1,Hurricane,Mild,39913,144,1,9107,4419,24003,Urban,20
1,Hurricane,Mild,63849,36,18,7698,2101,24113,Rural,65
1,Hurricane,Moderate,17992,497,27,27057,2642,47111,Urban,39
1,Hurricane,Severe,5233,986,2,47083,524,27774,Urban,31
1,Hurricane,Mild,67207,421,8,5067,5226,17890,Rural,66
1,Hurricane,Moderate,38464,621,17,21234,2094,35218,Rural,28
1,Hurricane,Moderate,67066,521,6,27388,2682,46972,Rural,50
1,Hurricane,Mild,88145,741,23,3436,9951,17305,Rural,53
1,Hurricane,Mild,83821,404,1,5855,3340,20963,Urban,1
1,Hurricane,Moderate,62533,869,16,15265,3421,32519,Urban,57
1,Hurricane,Moderate,31314,400,12,19594,5340,46813,Rural,18
1,Hurricane,Severe,40594,162,12,42339,1630,31232,Urban,32
1,Hurricane,Moderate,4809,894,11,12455,5421,11927,Urban,4
1,Hurricane,Mild,72575,310,5,7419,5517,34643,Urban,67
1,Hurricane,Mild,15015,603,20,4113,7983,24971,Urban,31
1,Hurricane,Mild,94784,122,20,3169,1527,17451,Urban,40
1,Hurricane,Mild,11732,2,27,8215,2935,24429,Rural,52
1,Hurricane,Moderate,99179,72,4,26416,6891,33476,Rural,36
1,Hurricane,Mild,89454,924,13,9579,9000,49694,Urban,46
1,Hurricane,Moderate,42401,361,13,13891,4933,19490,Rural,45
1,Hurricane,Severe,66040,602,22,39896,7901,17059,Urban,66
1,Hurricane,Mild,53852,642,24,2936,5223,20128,Rural,20
1,Hurricane,Moderate,32148,685,21,26696,1730,9209,Rural,37
1,Hurricane,Severe,46092,532,24,44691,7008,17474,Urban,13
1,Hurricane,Severe,22560,932,19,42513,7089,1653,Urban,10
1,Hurricane,Moderate,33739,105,16,11265,8225,33762,Rural,12
1,Hurricane,Mild,53159,729,8,5594,7909,5455,Rural,35
1,Hurricane,Moderate,61744,129,6,17222,1069,29323,Urban,48
1,Hurricane,Moderate,55882,199,28,29921,1982,45419,Rural,44
1,Hurricane,Severe,21972,391,15,46034,9853,25196,Urban,23
1,Hurricane,Severe,36672,379,22,34853,7125,42089,Urban,40
1,Hurricane,Moderate,48622,258,22,16148,7457,1433,Rural,9
1,Hurricane,Severe,23322,834,22,34569,4460,33855,Rural,7
